pid,fold
923,1
924,4
925,0
926,2
927,0
928,4
929,0
93,4
930,2
931,3
932,4
933,0
934,3
935,2
936,3
937,3
938,3
939,1
94,1
940,3
941,4
942,2
943,0
944,4
945,4
946,1
947,4
948,1
949,0
95,3
950,1
951,3
952,2
953,3
954,3
955,3
956,0
957,0
958,1
959,0
96,1
960,0
961,1
962,1
963,3
964,1
965,3
966,3
967,1
968,1
969,3
97,4
970,0
971,0
972,2
973,3
974,2
975,3
976,0
977,1
978,1
979,1
98,2
980,0
981,2
982,1
983,2
984,4
985,3
986,2
987,1
988,1
989,4
99,1
990,0
991,4
992,1
993,3
994,4
995,1
996,0
997,0
998,1
999,0
